SITE_NAME,BEGIN,END,KWH_PERIOD,PERIOD_EUR,NB_OF_INVOICES,DUREE,KWH,CONSOMMATION
0498BB,2018-01-11,2018-11-30,2 014,"241,68",34,323,2014,6.235294117647059
0498BB,2018-01-12,2018-12-31,2 188,"262,56",34,353,2188,6.198300283286119
0498BB,2019-01-01,2019-01-31,1 822,"255,08",34,30,1822,60.733333333333334
0498BB,2019-01-02,2019-02-28,1 852,"259,28",34,57,1852,32.49122807017544
0498BB,2019-01-03,2019-03-31,2 108,"295,12",34,87,2108,24.229885057471265
0498BB,2019-01-04,2019-04-30,1 993,"279,02",34,116,1993,17.18103448275862
0498BB,2019-01-05,2019-05-31,1 979,"277,06",34,146,1979,13.554794520547945
0498BB,2019-01-06,2019-06-30,2 133,"298,62",34,175,2133,12.188571428571429
0498BB,2019-01-07,2019-07-31,2 223,"311,22",34,205,2223,10.84390243902439
0498BB,2019-01-09,2019-09-30,2 255,"315,70",34,264,2255,8.541666666666666
0498BB,2019-01-10,2019-10-31,2 289,"320,46",34,294,2289,7.785714285714286
0498BB,2019-01-11,2019-11-30,1 953,"273,42",34,323,1953,6.046439628482972
0498BB,2019-01-12,2019-12-31,2 136,"299,04",34,353,2136,6.050991501416431
0498BB,2020-01-01,2020-01-31,2 204,"308,56",34,30,2204,73.46666666666667
0498BB,2020-01-02,2020-02-29,1 967,"275,38",34,58,1967,33.91379310344828
0498BB,2020-01-03,2020-03-31,2 169,"303,66",34,88,2169,24.647727272727273
0498BB,2020-01-04,2020-04-30,1 927,"269,78",34,117,1927,16.47008547008547
0498BB,2020-01-05,2020-05-31,1 966,"275,20",34,147,1966,13.374149659863946
0498BB,2020-01-06,2020-06-30,2 382,"333,48",34,176,2382,13.534090909090908
0498BB,2020-01-07,2020-07-24,1 614,"225,96",34,199,1614,8.110552763819095
0498BB,2020-07-25,2020-08-31,2 057,"288,00",34,37,2057,55.5945945945946
0498BB,2020-01-09,2020-09-30,2 254,"315,56",34,265,2254,8.50566037735849
0498BB,2020-01-10,2020-10-31,2 331,"326,29",34,295,2331,7.901694915254238
0498BB,2020-01-11,2020-11-25,2 154,"301,60",34,319,2154,6.752351097178684
0459KO,2018-01-01,2018-03-31,6 927,"1 089,62",6,89,6927,77.8314606741573
0459KO,2018-01-04,2018-06-30,6 996,"1 047,30",6,177,6996,39.52542372881356
0459KO,2018-01-07,2018-08-31,4 761,"788,42",6,236,4761,20.173728813559322
0459KO,2018-01-09,2018-09-30,2 409,"407,17",6,264,2409,9.125
0459KO,2018-01-10,2018-12-31,8 482,"1 225,22",6,355,8482,23.892957746478874
0459KO,2019-01-01,2019-12-31,34 019,"4 812,79",6,364,0,0.0
0460KO,2018-01-01,2018-01-31,2 221,"275,39",35,30,2221,74.03333333333333
0460KO,2018-01-02,2018-02-28,2 015,"250,58",35,57,2015,35.35087719298246
0460KO,2018-01-03,2018-03-31,2 219,"275,15",35,87,2219,25.50574712643678
0460KO,2018-01-04,2018-04-30,2 192,"271,90",35,116,2192,18.896551724137932
0460KO,2018-01-05,2018-05-31,2 340,"289,73",35,146,2340,16.027397260273972
0460KO,2018-01-06,2018-06-30,2 258,"279,85",35,175,2258,12.902857142857142
0460KO,2018-01-07,2018-07-31,2 374,"294,00",35,205,2374,11.580487804878048
0460KO,2018-01-08,2018-08-31,2 388,"295,68",35,235,2388,10.161702127659574
0460KO,2018-01-09,2018-09-30,2 229,"278,27",35,264,2229,8.443181818181818
0460KO,2018-01-10,2018-10-31,2 251,"280,94",35,294,2251,7.656462585034014
0460KO,2018-01-11,2018-11-30,2 159,"269,78",35,323,2159,6.684210526315789
0460KO,2018-01-12,2018-12-31,2 220,"277,18",35,353,2220,6.288951841359774
0460KO,2019-01-01,2019-01-31,2 222,"304,79",35,30,2222,74.06666666666666
0460KO,2019-01-02,2019-02-28,2 033,"279,54",35,57,2033,35.666666666666664
0460KO,2019-01-03,2019-03-31,2 206,"302,65",35,87,2206,25.35632183908046
0460KO,2019-01-04,2019-04-30,2 157,"296,11",35,116,2157,18.594827586206897
0460KO,2019-01-05,2019-05-31,2 251,"308,67",35,146,2251,15.417808219178083
0460KO,2019-01-06,2019-06-30,2 316,"317,35",35,175,2316,13.234285714285715
0460KO,2019-01-07,2019-07-31,2 305,"315,88",35,205,2305,11.24390243902439
0460KO,2019-01-08,2019-08-31,2 328,"318,96",35,235,2328,9.906382978723403
0460KO,2019-01-09,2019-09-30,2 174,"298,38",35,264,2174,8.234848484848484
0460KO,2019-01-10,2019-10-31,2 147,"294,77",35,294,2147,7.302721088435374
0460KO,2019-01-11,2019-11-30,2 018,"277,54",35,323,2018,6.247678018575852
0460KO,2019-01-12,2019-12-31,2 073,"284,88",35,353,2073,5.872521246458923
0460KO,2020-01-01,2020-01-31,2 073,"283,47",35,30,2073,69.1
0460KO,2020-01-02,2020-02-29,1 940,"265,85",35,58,1940,33.44827586206897
0460KO,2020-01-03,2020-03-31,2 082,"284,66",35,88,2082,23.65909090909091
0460KO,2020-01-04,2020-04-30,2 020,"276,45",35,117,2020,17.264957264957264
0460KO,2020-01-05,2020-05-31,2 087,"285,32",35,147,2087,14.197278911564625
0460KO,2020-01-06,2020-06-30,2 047,"280,02",35,176,2047,11.630681818181818
0460KO,2020-01-07,2020-07-31,2 108,"288,11",35,206,2108,10.233009708737864
0460KO,2020-01-08,2020-08-31,2 131,"291,15",35,236,2131,9.029661016949152
0460KO,2020-01-09,2020-09-30,2 025,"277,11",35,265,2025,7.6415094339622645
0460KO,2020-01-10,2020-10-31,2 075,"283,73",35,295,2075,7.033898305084746
0460KO,2020-01-11,2020-11-30,1 993,"264,02",35,324,1993,6.151234567901234
0464KO,2018-01-01,2018-01-31,2 994,"371,53",35,30,2994,99.8
0464KO,2018-01-02,2018-02-28,3 038,"376,83",35,57,3038,53.29824561403509
0464KO,2018-01-03,2018-03-31,3 204,"396,83",35,87,3204,36.827586206896555
0464KO,2018-01-04,2018-04-30,2 899,"360,08",35,116,2899,24.99137931034483
0464KO,2018-01-05,2018-05-31,3 037,"376,71",35,146,3037,20.801369863013697
0464KO,2018-01-06,2018-06-30,2 944,"365,50",35,175,2944,16.822857142857142
0464KO,2018-01-07,2018-07-31,3 081,"382,23",35,205,3081,15.029268292682927
0464KO,2018-01-08,2018-08-31,3 108,"385,48",35,235,3108,13.225531914893617
0464KO,2018-01-09,2018-09-30,2 917,"364,75",35,264,2917,11.049242424242424
0464KO,2018-01-10,2018-10-31,2 993,"373,97",35,294,2993,10.180272108843537
0464KO,2018-01-11,2018-11-30,2 945,"368,15",35,323,2945,9.117647058823529
0464KO,2018-01-12,2018-12-31,3 041,"379,80",35,353,3041,8.614730878186968
0464KO,2019-01-01,2019-01-31,3 407,"466,17",35,30,3407,113.56666666666666
0464KO,2019-01-02,2019-02-28,2 771,"381,19",35,57,2771,48.6140350877193
0464KO,2019-01-03,2019-03-31,2 986,"409,91",35,87,2986,34.32183908045977
0464KO,2019-01-04,2019-04-30,2 895,"397,76",35,116,2895,24.95689655172414
0464KO,2019-01-05,2019-05-31,2 993,"410,85",35,146,2993,20.5
0464KO,2019-01-06,2019-06-30,3 007,"412,72",35,175,3007,17.18285714285714
0464KO,2019-01-07,2019-07-31,3 006,"412,59",35,205,3006,14.663414634146342
0464KO,2019-01-08,2019-08-31,3 217,"440,78",35,235,3217,13.689361702127659
0464KO,2019-01-09,2019-09-30,3 066,"420,60",35,264,3066,11.613636363636363
0464KO,2019-01-10,2019-10-31,3 155,"432,50",35,294,3155,10.731292517006803
0464KO,2019-01-11,2019-11-30,3 028,"415,53",35,323,3028,9.374613003095975
0464KO,2019-01-12,2019-12-31,3 130,"429,15",35,353,3130,8.86685552407932
0464KO,2020-01-01,2020-01-31,3 116,"425,04",35,30,3116,103.86666666666666
0464KO,2020-01-02,2020-02-29,2 941,"401,86",35,58,2941,50.706896551724135
0464KO,2020-01-03,2020-03-31,3 140,"428,22",35,88,3140,35.68181818181818
0464KO,2020-01-04,2020-04-30,3 007,"410,60",35,117,3007,25.700854700854702
0464KO,2020-01-05,2020-05-31,3 101,"423,05",35,147,3101,21.095238095238095
0464KO,2020-01-06,2020-06-30,3 008,"410,73",35,176,3008,17.09090909090909
0464KO,2020-01-07,2020-07-31,3 110,"424,14",35,206,3110,15.097087378640778
0464KO,2020-01-08,2020-08-31,3 116,"425,04",35,236,3116,13.203389830508474
0464KO,2020-01-09,2020-09-30,2 980,"407,02",35,265,2980,11.245283018867925
0464KO,2020-01-10,2020-10-31,3 082,"420,53",35,295,3082,10.447457627118643
0464KO,2020-01-11,2020-11-30,2 967,"405,30",35,324,2967,9.157407407407407
0462KO,2018-01-01,2018-01-31,2 399,"296,84",35,30,2399,79.96666666666667
0462KO,2018-01-02,2018-02-28,2 169,"269,13",35,57,2169,38.05263157894737
0462KO,2018-01-03,2018-03-31,2 399,"296,84",35,87,2399,27.57471264367816
0462KO,2018-01-04,2018-04-30,2 400,"296,96",35,116,2400,20.689655172413794
0462KO,2018-01-05,2018-05-31,2 518,"311,18",35,146,2518,17.246575342465754
0462KO,2018-01-06,2018-06-30,2 451,"303,11",35,175,2451,14.005714285714285
0462KO,2018-01-07,2018-07-31,2 530,"312,80",35,205,2530,12.341463414634147
0462KO,2018-01-08,2018-08-31,2 502,"309,43",35,235,2502,10.646808510638298
0462KO,2018-01-09,2018-09-30,2 292,"285,91",35,264,2292,8.681818181818182
0462KO,2018-01-10,2018-10-31,2 357,"293,80",35,294,2357,8.017006802721088
0462KO,2018-01-11,2018-11-30,2 276,"283,97",35,323,2276,7.046439628482972
0462KO,2018-01-12,2018-12-31,2 340,"291,74",35,353,2340,6.628895184135978
0462KO,2019-01-01,2019-01-31,2 337,"320,16",35,30,2337,77.9
0462KO,2019-01-02,2019-02-28,2 116,"290,63",35,57,2116,37.12280701754386
0462KO,2019-01-03,2019-03-31,2 343,"320,96",35,87,2343,26.93103448275862
0462KO,2019-01-04,2019-04-30,2 281,"312,68",35,116,2281,19.663793103448278
0462KO,2019-01-05,2019-05-31,2 373,"324,97",35,146,2373,16.253424657534246
0462KO,2019-01-06,2019-06-30,2 339,"320,43",35,175,2339,13.365714285714287
0462KO,2019-01-07,2019-07-31,2 407,"329,51",35,205,2407,11.741463414634147
0462KO,2019-01-08,2019-08-31,2 416,"330,71",35,235,2416,10.280851063829788
0462KO,2019-01-09,2019-09-30,2 317,"317,49",35,264,2317,8.776515151515152
0462KO,2019-01-10,2019-10-31,2 383,"326,30",35,294,2383,8.105442176870747
0462KO,2019-01-11,2019-11-30,2 291,"314,01",35,323,2291,7.0928792569659445
0462KO,2019-01-12,2019-12-31,2 405,"329,24",35,353,2405,6.813031161473088
0462KO,2020-01-01,2020-01-31,2 406,"327,58",35,30,2406,80.2
0462KO,2020-01-02,2020-02-29,2 253,"307,31",35,58,2253,38.8448275862069
0462KO,2020-01-03,2020-03-31,2 421,"329,57",35,88,2421,27.511363636363637
0462KO,2020-01-04,2020-04-30,2 291,"312,35",35,117,2291,19.581196581196583
0462KO,2020-01-05,2020-05-31,2 366,"322,28",35,147,2366,16.095238095238095
0462KO,2020-01-06,2020-06-30,2 385,"324,80",35,176,2385,13.551136363636363
0462KO,2020-01-07,2020-07-31,2 465,"335,40",35,206,2465,11.966019417475728
0462KO,2020-01-08,2020-08-31,2 472,"336,33",35,236,2472,10.474576271186441
0462KO,2020-01-09,2020-09-30,2 375,"323,48",35,265,2375,8.962264150943396
0462KO,2020-01-10,2020-10-31,2 337,"318,44",35,295,2337,7.922033898305084
0462KO,2020-01-11,2020-11-30,2 340,"309,99",35,324,2340,7.222222222222222
0465KO,2018-01-01,2018-01-31,2 033,"222,42",35,30,2033,67.76666666666667
0465KO,2018-01-02,2018-02-28,1 852,"205,24",35,57,1852,32.49122807017544
0465KO,2018-01-03,2018-03-31,2 031,"222,27",35,87,2031,23.344827586206897
0465KO,2018-01-04,2018-04-30,1 958,"215,30",35,116,1958,16.879310344827587
0465KO,2018-01-05,2018-05-31,2 032,"222,32",35,146,2032,13.917808219178083
0465KO,2018-01-06,2018-06-30,1 974,"216,88",35,175,1974,11.28
0465KO,2018-01-07,2018-07-31,2 049,"247,34",35,205,2049,9.995121951219513
0465KO,2018-01-08,2018-08-31,2 074,"264,18",35,235,2074,8.825531914893617
0465KO,2018-01-09,2018-09-30,1 974,"218,53",35,264,1974,7.4772727272727275
0465KO,2018-01-10,2018-10-31,2 025,"223,46",35,294,2025,6.887755102040816
0465KO,2018-01-11,2018-11-30,1 953,"216,53",35,323,1953,6.046439628482972
0465KO,2018-01-12,2018-12-31,2 034,"224,31",35,353,2034,5.762039660056657
0465KO,2019-01-01,2019-01-31,2 054,"251,97",35,30,2054,68.46666666666667
0465KO,2019-01-02,2019-02-28,1 834,"267,88",35,57,1834,32.175438596491226
0465KO,2019-01-03,2019-03-31,2 022,"248,49",35,87,2022,23.24137931034483
0465KO,2019-01-04,2019-04-30,1 965,"242,36",35,116,1965,16.939655172413794
0465KO,2019-01-05,2019-05-31,2 042,"250,62",35,146,2042,13.986301369863014
0465KO,2019-01-06,2019-06-30,2 039,"250,34",35,175,2039,11.651428571428571
0465KO,2019-01-07,2019-07-31,2 091,"360,49",35,205,2091,10.2
0465KO,2019-01-08,2019-08-31,2 105,"257,48",35,235,2105,8.957446808510639
0465KO,2019-01-09,2019-09-30,2 012,"307,08",35,264,2012,7.621212121212121
0465KO,2019-01-10,2019-10-31,2 064,"253,04",35,294,2064,7.020408163265306
0465KO,2019-01-11,2019-11-30,1 983,"244,27",35,323,1983,6.139318885448916
0465KO,2019-01-12,2019-12-31,2 051,"251,64",35,353,2051,5.810198300283286
0465KO,2020-01-01,2020-01-31,2 054,"245,32",35,30,2054,68.46666666666667
0465KO,2020-01-02,2020-02-29,1 919,"231,30",35,58,1919,33.08620689655172
0465KO,2020-01-03,2020-03-31,2 081,"248,14",35,88,2081,23.647727272727273
0465KO,2020-01-04,2020-04-30,2 029,"242,67",35,117,2029,17.34188034188034
0465KO,2020-01-05,2020-05-31,2 098,"345,31",35,147,2098,14.272108843537415
0465KO,2020-01-06,2020-06-30,2 035,"243,32",35,176,2035,11.5625
0465KO,2020-01-07,2020-07-31,2 112,"251,33",35,206,2112,10.25242718446602
0465KO,2020-01-08,2020-08-31,2 296,"358,84",35,236,2296,9.728813559322035
0465KO,2020-01-09,2020-09-30,2 167,"342,73",35,265,2167,8.177358490566037
0465KO,2020-01-10,2020-10-31,2 231,"282,60",35,295,2231,7.562711864406779
0465KO,2020-01-11,2020-11-30,2 139,"222,75",35,324,2139,6.601851851851852
0466KO,2018-01-01,2018-12-31,4 854,"693,10",2,364,4854,13.335164835164836
0466KO,2019-01-01,2019-12-31,6 190,"858,58",2,364,6190,17.005494505494507
0461KO,2018-01-01,2018-01-31,2 361,"259,46",35,30,2361,78.7
0461KO,2018-01-02,2018-02-28,2 233,"247,31",35,57,2233,39.175438596491226
0461KO,2018-01-03,2018-03-31,2 402,"263,41",35,87,2402,27.60919540229885
0461KO,2018-01-04,2018-04-30,2 254,"249,29",35,116,2254,19.43103448275862
0461KO,2018-01-05,2018-05-31,2 341,"257,58",35,146,2341,16.034246575342465
0461KO,2018-01-06,2018-06-30,2 273,"251,16",35,175,2273,12.98857142857143
0461KO,2018-01-07,2018-07-31,2 370,"260,51",35,205,2370,11.560975609756097
0461KO,2018-01-08,2018-08-31,2 388,"262,19",35,235,2388,10.161702127659574
0461KO,2018-01-09,2018-09-30,2 271,"252,91",35,264,2271,8.602272727272727
0461KO,2018-01-10,2018-10-31,2 344,"259,89",35,294,2344,7.9727891156462585
0461KO,2018-01-11,2018-11-30,2 365,"261,88",35,323,2365,7.321981424148607
0461KO,2018-01-12,2018-12-31,2 541,"278,72",35,353,2541,7.198300283286119
0461KO,2019-01-01,2019-01-31,2 636,"320,92",35,30,2636,87.86666666666666
0461KO,2019-01-02,2019-02-28,2 256,"279,77",35,57,2256,39.578947368421055
0461KO,2019-01-03,2019-03-31,2 404,"295,85",35,87,2404,27.632183908045977
0461KO,2019-01-04,2019-04-30,2 287,"283,14",35,116,2287,19.71551724137931
0461KO,2019-01-05,2019-05-31,2 343,"289,21",35,146,2343,16.04794520547945
0461KO,2019-01-06,2019-06-30,2 306,"285,17",35,175,2306,13.177142857142858
0461KO,2019-01-07,2019-07-31,2 357,"290,68",35,205,2357,11.497560975609757
0461KO,2019-01-08,2019-08-31,2 313,"285,95",35,235,2313,9.842553191489362
0461KO,2019-01-09,2019-09-30,2 177,"271,23",35,264,2177,8.246212121212121
0461KO,2019-01-10,2019-10-31,2 185,"272,13",35,294,2185,7.431972789115647
0461KO,2019-01-11,2019-11-30,2 111,"264,15",35,323,2111,6.535603715170279
0461KO,2019-01-12,2019-12-31,2 146,"267,86",35,353,2146,6.079320113314448
0461KO,2020-01-01,2020-01-31,2 154,"262,01",35,30,2154,71.8
0461KO,2020-01-02,2020-02-29,2 009,"246,96",35,58,2009,34.63793103448276
0461KO,2020-01-03,2020-03-31,2 140,"260,60",35,88,2140,24.318181818181817
0461KO,2020-01-04,2020-04-30,2 078,"254,10",35,117,2078,17.76068376068376
0461KO,2020-01-05,2020-05-31,2 139,"260,49",35,147,2139,14.551020408163266
0461KO,2020-01-06,2020-06-30,2 082,"254,54",35,176,2082,11.829545454545455
0461KO,2020-01-07,2020-07-31,2 150,"261,58",35,206,2150,10.436893203883495
0461KO,2020-01-08,2020-08-31,2 166,"263,31",35,236,2166,9.177966101694915
0461KO,2020-01-09,2020-09-30,2 071,"253,35",35,265,2071,7.815094339622641
0461KO,2020-01-10,2020-10-31,2 131,"259,63",35,295,2131,7.223728813559322
0461KO,2020-01-11,2020-11-30,2 039,"212,36",35,324,2039,6.29320987654321
0092BB,2018-01-01,2018-01-31,2 162,"280,52",35,30,2162,72.06666666666666
0092BB,2018-01-02,2018-02-28,1 974,"256,66",35,57,1974,34.63157894736842
0092BB,2018-01-03,2018-03-31,2 178,"282,89",35,87,2178,25.03448275862069
0092BB,2018-01-04,2018-04-30,2 126,"276,50",35,116,2126,18.32758620689655
0092BB,2018-01-05,2018-05-31,2 204,"286,92",35,146,2204,15.095890410958905
0092BB,2018-01-06,2018-06-30,2 151,"280,24",35,175,2151,12.291428571428572
0092BB,2018-01-07,2018-07-31,2 221,"288,08",35,205,2221,10.834146341463414
0092BB,2018-01-08,2018-08-31,2 229,"289,94",35,235,2229,9.485106382978723
0092BB,2018-01-09,2018-09-30,2 131,"279,30",35,264,2131,8.071969696969697
0092BB,2018-01-10,2018-10-31,2 180,"285,13",35,294,2180,7.414965986394558
0092BB,2018-01-11,2018-11-30,2 097,"274,55",35,323,2097,6.492260061919505
0092BB,2018-01-12,2018-12-31,2 169,"283,32",35,353,2169,6.144475920679887
0092BB,2019-01-01,2019-01-31,2 203,"274,40",35,30,2203,73.43333333333334
0092BB,2019-01-02,2019-02-28,1 944,"245,97",35,57,1944,34.10526315789474
0092BB,2019-01-03,2019-03-31,2 156,"269,27",35,87,2156,24.7816091954023
0092BB,2019-01-04,2019-04-30,2 109,"263,54",35,116,2109,18.18103448275862
0092BB,2019-01-05,2019-05-31,2 180,"272,01",35,146,2180,14.931506849315069
0092BB,2019-01-06,2019-06-30,2 199,"275,58",35,175,2199,12.565714285714286
0092BB,2019-01-07,2019-07-31,2 246,"280,50",35,205,2246,10.95609756097561
0092BB,2019-01-08,2019-08-31,2 256,"282,19",35,235,2256,9.6
0092BB,2019-01-09,2019-09-30,2 118,"264,68",35,264,2118,8.022727272727273
0092BB,2019-01-10,2019-10-31,2 121,"264,84",35,294,2121,7.214285714285714
0092BB,2019-01-11,2019-11-30,1 993,"249,42",35,323,1993,6.170278637770898
0092BB,2019-01-12,2019-12-31,2 057,"256,96",35,353,2057,5.827195467422096
0092BB,2020-01-01,2020-01-31,2 057,"324,11",35,30,2057,68.56666666666666
0092BB,2020-01-02,2020-02-29,1 923,"303,90",35,58,1923,33.1551724137931
0092BB,2020-01-03,2020-03-31,2 069,"325,81",35,88,2069,23.511363636363637
0092BB,2020-01-04,2020-04-30,2 036,"319,99",35,117,2036,17.4017094017094
0092BB,2020-01-05,2020-05-31,2 100,"329,52",35,147,2100,14.285714285714286
0092BB,2020-01-06,2020-06-30,2 056,"322,24",35,176,2056,11.681818181818182
0092BB,2020-01-07,2020-07-31,2 124,"331,53",35,206,2124,10.310679611650485
0092BB,2020-01-08,2020-08-31,1 973,"293,05",35,236,1973,8.360169491525424
0092BB,2020-01-09,2020-09-30,1 905,"283,26",35,265,1905,7.188679245283019
0092BB,2020-01-10,2020-10-31,1 930,"286,54",35,295,1930,6.5423728813559325
0092BB,2020-01-11,2020-11-30,1 803,"250,56",35,324,1803,5.564814814814815
1197BR,2018-01-01,2018-03-06,10 258,"1 204,16",4,64,0,0.0
1197BR,2018-04-06,2018-11-10,4 321,"564,16",4,218,4321,19.821100917431192
1197BR,2018-12-10,2018-12-31,10 646,"1 188,75",4,21,0,0.0
1197BR,2019-01-01,2019-12-31,24 854,"2 863,82",4,364,0,0.0
0499BB,2018-01-01,2018-01-31,2 245,"224,50",34,30,2245,74.83333333333333
0499BB,2018-01-02,2018-02-28,2 219,"249,19",34,57,2219,38.92982456140351
0499BB,2018-01-03,2018-03-31,1 935,"216,14",34,87,1935,22.24137931034483
0499BB,2018-01-04,2018-04-30,1 721,"202,05",34,116,1721,14.836206896551724
0499BB,2018-01-05,2018-05-31,2 558,"306,70",34,146,2558,17.52054794520548
0499BB,2018-01-06,2018-06-30,2 308,"278,58",34,175,2308,13.188571428571429
0499BB,2018-01-07,2018-07-31,1 976,"235,54",34,205,1976,9.639024390243902
0499BB,2018-01-08,2018-08-31,2 052,"240,49",34,235,2052,8.731914893617022
0499BB,2018-01-09,2018-09-30,2 172,"261,29",34,264,2172,8.227272727272727
0499BB,2018-01-10,2018-10-31,2 385,"277,85",34,294,2385,8.112244897959183
0499BB,2018-01-11,2018-11-30,1 793,"206,02",34,323,1793,5.5510835913312695
0499BB,2018-01-12,2018-12-31,2 325,"263,19",34,353,2325,6.586402266288951
0499BB,2019-01-01,2019-01-31,2 153,"239,41",34,30,2153,71.76666666666667
0499BB,2019-01-02,2019-02-28,1 706,"196,36",34,57,1706,29.92982456140351
0499BB,2019-01-03,2019-03-31,2 496,"285,04",34,87,2496,28.689655172413794
0499BB,2019-01-04,2019-04-30,1 945,"230,09",34,116,1945,16.767241379310345
0499BB,2019-01-05,2019-05-31,2 148,"254,32",34,146,2148,14.712328767123287
0499BB,2019-01-06,2019-06-30,2 213,"269,32",34,175,2213,12.645714285714286
0499BB,2019-01-07,2019-07-31,2 374,"287,97",34,205,2374,11.580487804878048
0499BB,2019-01-08,2019-08-31,2 490,"298,80",34,235,2490,10.595744680851064
0499BB,2019-01-09,2019-09-30,2 350,"283,41",34,264,2350,8.901515151515152
0499BB,2019-01-10,2019-10-31,2 155,"248,47",34,294,2155,7.329931972789115
0499BB,2019-01-11,2019-11-30,2 935,"335,47",34,323,2935,9.086687306501547
0499BB,2019-01-12,2019-12-31,2 610,"297,28",34,353,2610,7.393767705382436
0499BB,2020-01-01,2020-01-31,2 365,"313,36",34,30,2365,78.83333333333333
0499BB,2020-01-02,2020-02-29,2 335,"314,29",34,58,2335,40.258620689655174
0499BB,2020-01-03,2020-03-31,2 558,"347,89",34,88,2558,29.068181818181817
0499BB,2020-01-04,2020-04-30,2 424,"343,00",34,117,2424,20.71794871794872
0499BB,2020-01-05,2020-05-31,2 608,"367,99",34,147,2608,17.741496598639454
0499BB,2020-01-06,2020-06-30,2 389,"347,12",34,176,2389,13.573863636363637
0499BB,2020-01-07,2020-07-31,2 656,"385,12",34,206,2656,12.893203883495145
0499BB,2020-01-08,2020-08-31,2 673,"377,43",34,236,2673,11.326271186440678
0499BB,2020-01-09,2020-09-30,2 694,"385,51",34,265,2694,10.166037735849057
0499BB,2020-01-10,2020-10-31,2 898,"392,68",34,295,2898,9.823728813559322
1001BB,2018-01-01,2018-01-31,5 945,"574,96",35,30,5945,198.16666666666666
1001BB,2018-01-02,2018-02-28,5 518,"539,08",35,57,5518,96.80701754385964
1001BB,2018-01-03,2018-03-31,5 933,"574,37",35,87,5933,68.19540229885058
1001BB,2018-01-04,2018-04-30,5 658,"551,12",35,116,5658,48.775862068965516
1001BB,2018-01-05,2018-05-31,5 940,"575,07",35,146,5940,40.68493150684932
1001BB,2018-01-06,2018-06-30,5 829,"565,83",35,175,5829,33.308571428571426
1001BB,2018-01-07,2018-07-31,6 083,"587,80",35,205,6083,29.673170731707316
1001BB,2018-01-08,2018-08-31,6 043,"584,28",35,235,6043,25.714893617021275
1001BB,2018-01-09,2018-09-30,5 663,"556,43",35,264,5663,21.450757575757574
1001BB,2018-01-10,2018-10-31,5 832,"595,27",35,294,5832,19.836734693877553
1001BB,2018-01-11,2018-11-30,5 628,"553,40",35,323,5628,17.424148606811144
1001BB,2018-01-12,2018-12-31,5 882,"574,91",35,353,5882,16.662889518413596
1001BB,2019-01-01,2019-01-31,6 013,"572,30",35,30,6013,200.43333333333334
1001BB,2019-01-02,2019-02-28,5 246,"509,76",35,57,5246,92.03508771929825
1001BB,2019-01-03,2019-03-31,5 774,"553,00",35,87,5774,66.36781609195403
1001BB,2019-01-04,2019-04-30,5 658,"543,46",35,116,5658,48.775862068965516
1001BB,2019-01-05,2019-05-31,5 870,"560,81",35,146,5870,40.205479452054796
1001BB,2019-01-06,2019-06-30,6 006,"571,92",35,175,6006,34.32
1001BB,2019-01-07,2019-07-31,6 295,"595,40",35,205,6295,30.70731707317073
1001BB,2019-01-08,2019-08-31,6 317,"597,25",35,235,6317,26.880851063829788
1001BB,2019-01-09,2019-09-30,6 036,"574,29",35,264,6036,22.863636363636363
1001BB,2019-01-10,2019-10-31,6 202,"638,52",35,294,6202,21.095238095238095
1001BB,2019-01-11,2019-11-30,5 962,"616,21",35,323,5962,18.458204334365327
1001BB,2019-01-12,2019-12-31,6 184,"636,48",35,353,6184,17.518413597733712
1001BB,2020-01-01,2020-01-31,6 236,"775,93",35,30,6236,207.86666666666667
1001BB,2020-01-02,2020-02-29,5 779,"725,42",35,58,5779,99.63793103448276
1001BB,2020-01-03,2020-03-31,6 364,"789,97",35,88,6364,72.31818181818181
1001BB,2020-01-04,2020-04-30,6 167,"766,03",35,117,6167,52.70940170940171
1001BB,2020-01-05,2020-05-31,6 343,"785,85",35,147,6343,43.14965986394558
1001BB,2020-01-06,2020-06-30,6 209,"770,35",35,176,6209,35.27840909090909
1001BB,2020-01-07,2020-07-31,6 472,"799,09",35,206,6472,31.41747572815534
1001BB,2020-01-08,2020-08-31,6 524,"804,29",35,236,6524,27.64406779661017
1001BB,2020-01-09,2020-09-30,6 236,"772,89",35,265,6236,23.532075471698114
1001BB,2020-01-10,2020-10-31,6 425,"793,59",35,295,6425,21.779661016949152
1001BB,2020-01-11,2020-11-30,6 186,"633,69",35,324,6186,19.09259259259259
0463KO,2018-01-01,2018-01-31,2 450,"299,99",35,30,2450,81.66666666666667
0463KO,2018-01-02,2018-02-28,2 216,"271,79",35,57,2216,38.87719298245614
0463KO,2018-01-03,2018-03-31,2 458,"300,95",35,87,2458,28.25287356321839
0463KO,2018-01-04,2018-04-30,2 415,"295,77",35,116,2415,20.81896551724138
0463KO,2018-01-05,2018-05-31,2 520,"308,42",35,146,2520,17.26027397260274
0463KO,2018-01-06,2018-06-30,2 479,"309,21",35,175,2479,14.165714285714285
0463KO,2018-01-07,2018-07-31,2 605,"318,84",35,205,2605,12.707317073170731
0463KO,2018-01-08,2018-08-31,2 643,"323,42",35,235,2643,11.246808510638298
0463KO,2018-01-09,2018-09-30,2 437,"300,51",35,264,2437,9.231060606060606
0463KO,2018-01-10,2018-10-31,2 507,"309,00",35,294,2507,8.52721088435374
